protein1,protein2,combined_score
2725,1976,315
2725,4064,343
2725,2234,343
2725,2748,290
2725,5461,315
2725,3887,865
2725,3023,665
2725,4909,343
2725,1367,438
2725,1026,286
2725,5923,209
2725,3588,315
2726,2090,900
2726,3720,325
2726,2217,197
2726,200,901
2726,2115,564
2726,5089,893
2726,819,950
2726,5316,323
2726,704,902
2726,1917,299
2726,2928,564
2726,1971,720
2726,1766,512
2726,3228,400
2726,5788,333
2726,812,305
2726,4428,197
2726,310,313
2726,1260,979
2726,1664,900
2726,2623,901
2726,3229,288
2726,3611,488
2726,498,286
2726,1187,900
2726,2210,160
2726,1023,313
2726,2414,187
2726,433,343
2726,3843,197
2726,308,295
2726,4786,321
2726,3772,167
2726,752,287
2726,2873,900
2726,2336,720
2726,1114,169
2726,1106,303
2726,5379,315
2726,2218,197
2726,1049,900
2726,5354,900
2726,369,263
2726,4652,678
2732,4201,655
2732,4502,282
2732,2747,888
2732,1499,282
2732,3611,777
2732,4645,888
2732,3069,963
2732,3588,463
2732,1490,317
2732,4978,366
2732,4471,888
2732,495,293
2732,3433,888
2732,5862,888
2732,341,171
2732,4843,888
2732,4620,888
2732,4343,963
2732,1033,634
2732,2136,888
2732,4914,407
2732,3950,315
2732,5395,888
2732,4994,963
2732,1836,888
2732,2419,963
2732,330,360
2732,5293,888
2732,261,888
2732,3412,888
2732,1770,888
2732,2714,191
2732,2195,888
2732,1510,407
2732,144,888
2732,1651,888
2732,3070,888
2732,1674,407
2732,3426,270
2732,4018,293
2732,1316,782
2732,2145,888
2732,2257,888
2732,5379,463
2732,411,888
2732,1838,963
2732,5632,888
2732,1665,888
2732,972,505
2732,2824,888
2732,4931,410
2732,4553,410
2732,2465,888
2732,4709,888
2732,3107,293
2732,207,199
2732,4468,208
2732,2986,270
2732,203,888
2732,4617,888
2732,5851,646
2732,1634,410
2732,893,317
2732,5321,290
2732,1933,888
2732,4730,407
2732,1558,410
2732,3707,270
2732,3214,839
2732,563,371
2732,2604,407
2732,1319,915
2732,4582,191
2732,5414,888
2732,627,888
2732,3788,171
2732,156,360
2732,2661,888
2732,2030,315
2732,3222,963
2732,3818,888
2732,5571,888
2732,191,888
2732,3241,171
2732,1976,315
2732,5263,407
2732,3712,282
2732,2095,360
2732,5076,888
2732,1386,331
2732,1679,888
2732,1165,407
2732,5738,887
2732,3895,888
2732,3687,888
2732,2605,360
2732,3802,963
2732,2280,293
2732,3194,888
2732,421,888
2732,4985,360
2732,5580,888
2732,5281,360
2732,780,636
2732,1620,888
2732,954,888
2732,3616,888
2732,1955,410
2732,2597,888
2732,2040,888
2732,5276,225
2732,1101,297
2732,3526,888
2732,5280,888
2732,768,963
2732,3410,412
2732,5570,888
2732,5192,293
2732,4796,463
2732,5892,888
2732,4665,171
2732,4631,687
2732,5844,248
2732,4370,888
2732,5504,412
2732,4348,888
2732,4915,505
2732,1376,888
2732,876,888
2732,1441,371
2732,1875,315
2732,5342,888
2732,3969,963
2732,3267,888
2732,312,888
2732,4019,888
2732,5068,282
2732,4119,888
2732,1989,888
2732,5621,963
2732,4386,407
2732,5310,315
2732,749,888
2732,4035,888
2732,1427,888
2732,3648,945
2732,4993,782
2732,3423,687
2732,2001,888
2732,5811,888
2732,3999,888
2732,56,343
2732,3700,888
2732,3270,407
2732,1220,412
2732,3317,250
2733,2357,157
2733,1500,187
2733,2482,315
2733,5911,315
2733,5231,315
2733,1518,198
2733,412,286
2733,4725,286
2733,5317,182
2733,4166,199
2733,4504,171
2733,3388,637
2733,5264,315
2733,1739,315
2733,1386,315
2733,2767,404
2733,5810,315
2733,1668,315
2733,3950,315
2733,1260,315
2733,1809,463
2733,1088,321
2733,2658,315
2734,5461,315
2735,1712,400
2735,150,315
2735,5605,159
2737,4702,315
2737,2086,156
2737,1976,315
2738,1976,315
2739,4229,153
2739,1305,164
2739,3609,402
2739,2381,158
2739,441,376
2739,3753,907
2739,3273,997
2739,3396,220
2739,5230,286
2739,721,995
2739,4237,216
2739,5911,604
2739,1410,315
2739,139,159
2739,1424,179
2739,3426,769
2739,4469,966
2739,1229,317
2739,4288,677
2739,4442,285
2739,2201,677
2739,5378,216
2739,4119,315
2739,1042,216
2739,3568,211
2739,1019,480
2739,907,407
2739,688,216
2739,3878,197
2739,2623,243
2739,331,596
2739,3230,177
2739,4213,203
2739,5273,543
2739,5098,161
2739,2622,978
2739,3611,173
2739,739,420
2739,3707,179
2739,4111,279
2739,2712,315
2739,2087,153
2739,4267,207
2739,66,216
2739,150,359
2739,1363,539
2739,5667,983
2739,5455,359
2739,2273,605
2739,5448,352
2739,3846,216
2739,5673,203
2739,5703,216
2739,775,998
2739,4071,216
2739,3656,216
2739,3950,315
2739,4829,261
2739,460,359
2739,1319,179
2739,4566,197
2739,1845,216
2739,2172,187
2739,350,995
2739,1163,995
2739,4568,203
2739,4140,994
2739,3007,155
2739,2537,218
2739,955,211
2739,1753,216
2739,1267,164
2739,4930,181
2739,4352,986
2739,1776,315
2739,4556,203
2739,3751,215
2739,4069,637
2739,4308,354
2739,731,996
2739,3265,177
2739,310,265
2739,4892,216
2739,5104,172
2739,5658,151
2739,4343,198
2739,3752,889
2739,1810,677
2739,3125,410
2739,1569,999
2739,1490,677
2739,5846,677
2739,364,264
2739,263,538
2739,2986,179
2739,2184,999
2739,5475,359
2739,4364,215
2739,4960,318
2739,3183,459
2739,3192,224
2739,5540,177
2739,4958,216
2739,3908,215
2739,1660,961
2739,5867,190
2739,61,309
2739,343,248
2739,704,216
2739,1719,958
2739,5679,203
2739,4685,677
2739,247,454
2739,1168,994
2739,614,203
2739,5094,227
2739,828,161
2739,2240,900
2739,3340,188
2739,1654,216
2739,4142,962
2739,3790,216
2739,4737,286
2739,2313,216
2740,4931,196
2740,2853,600
2740,1061,765
2740,1441,315
2740,1466,351
2740,2965,571
2740,5223,600
2740,720,999
2740,1142,426
2740,4796,315
2740,4784,748
2740,462,998
2740,5883,217
2740,563,315
2740,4260,600
2740,2277,600
2740,2308,295
2740,48,600
2740,4634,600
2740,2390,600
2740,3516,286
2740,193,499
2740,3474,600
2740,626,600
2740,2772,600
2740,960,400
2740,1652,499
2740,3196,286
2740,3392,600
2740,5090,305
2740,1776,709
2740,3459,600
2740,23,499
2740,2571,600
2740,5429,600
2740,2618,600
2740,5706,400
2740,5843,600
2740,3966,310
2740,1976,315
2740,1784,600
2740,4002,999
2740,4541,286
2740,2905,319
2740,5292,809
2740,1562,315
2740,2714,660
2740,3108,600
2740,5854,295
2740,1368,250
2740,1955,196
2740,3268,193
2740,4892,159
2740,5913,460
2740,3274,999
2740,324,194
2740,4060,398
2740,155,600
2740,4261,622
2740,4913,994
2741,4537,296
2741,892,186
2741,1547,458
2741,3563,600
2741,310,323
2741,5658,342
2741,3455,185
2741,4275,443
2741,1380,177
2741,877,288
2741,5475,155
2741,1156,315
2741,4634,295
2741,3977,559
2741,1971,150
2741,247,459
2741,1976,315
2741,3924,971
2741,3517,335
2741,1571,176
2741,3964,528
2741,1917,323
2741,3341,325
2741,3453,173
2741,4973,434
2741,1948,674
2741,1953,639
2741,1709,300
2741,4217,503
2741,803,636
2741,1775,231
2741,3318,600
2741,4464,868
2741,3934,153
2741,1956,634
2741,1018,302
2741,38,332
2741,2063,217
2741,4808,153
2741,1106,356
2741,1397,217
2741,1267,515
2741,2095,301
2741,2964,295
2741,752,873
2741,2336,150
2741,5923,219
2741,1026,180
2741,4638,183
2741,1232,508
2741,1809,331
2741,2715,223
2741,1122,219
2741,2791,784
2741,1023,323
2741,3315,295
2741,3715,332
2741,3841,600
2741,1807,632
2741,4096,222
2741,4426,299
2742,1976,315
2742,2298,200
2742,1808,156
2742,4306,382
2742,5867,227
2742,1290,211
2743,759,695
2743,1668,212
2743,33,305
2743,3326,594
2743,916,705
2743,563,315
2743,2790,338
2743,3474,738
2743,3516,286
2743,409,682
2743,581,548
2743,2996,981
2743,4268,594
2745,5310,315
2745,676,495
2747,1836,976
2747,4994,999
2747,4914,407
2747,1033,412
2747,4343,999
2747,2195,976
2747,5173,440
2747,1770,888
2747,1490,866
2747,3825,948
2747,4978,366
2747,4924,412
2747,3588,483
2747,3611,778
2747,1227,862
2747,1499,282
2747,4645,988
2747,4502,282
2747,2509,220
2747,4843,976
2747,341,206
2747,2254,848
2747,4471,976
2747,4537,958
2747,3433,976
2747,606,190
2747,5851,412
2747,4617,976
2747,1123,232
2747,2986,273
2747,836,896
2747,627,997
2747,3977,298
2747,901,193
2747,3024,248
2747,3707,273
2747,1558,290
2747,263,177
2747,1933,976
2747,4932,301
2747,4976,800
2747,5952,808
2747,1674,407
2747,1378,848
2747,255,208
2747,3070,997
2747,207,185
2747,5904,844
2747,4553,876
2747,4709,976
2747,2465,976
2747,5632,976
2747,1838,992
2747,307,967
2747,5281,360
2747,1620,979
2747,780,410
2747,4626,848
2747,4678,848
2747,5580,998
2747,3802,999
2747,5540,398
2747,5192,293
2747,5276,582
2747,5233,412
2747,2418,173
2747,4320,848
2747,3818,976
2747,2030,315
2747,5850,155
2747,3222,999
2747,156,360
2747,3788,206
2747,4774,800
2747,1565,841
2747,2213,315
2747,5794,155
2747,3241,206
2747,2273,686
2747,5263,407
2747,273,295
2747,191,997
2747,1497,845
2747,5310,315
2747,5094,600
2747,3648,414
2747,1427,888
2747,1256,848
2747,4386,715
2747,3854,848
2747,5621,992
2747,1989,976
2747,5068,282
2747,631,800
2747,3700,976
2747,3270,407
2747,5463,948
2747,2611,315
2747,3317,652
2747,2547,220
2747,3999,997
2747,3423,687
2747,2380,315
2747,4458,886
2747,5120,800
2747,4631,687
2747,5892,997
2747,3267,976
2747,5499,342
2747,5342,888
2747,1600,976
2747,1875,315
2747,4486,996
2747,4915,505
2747,2419,999
2747,2993,857
2747,474,971
2747,330,360
2747,5810,315
2747,5395,997
2747,4620,883
2747,1712,611
2747,2136,997
2747,2732,888
2747,1209,800
2747,1510,407
2747,144,976
2747,4029,800
2747,2540,800
2747,3412,997
2747,261,976
2747,5293,997
2747,3631,173
2747,3069,992
2747,3104,848
2747,226,467
2747,5123,220
2747,3819,848
2747,4201,655
2747,3360,848
2747,2526,800
2747,5862,976
2747,5430,495
2747,798,800
2747,803,315
2747,4373,948
2747,893,317
2747,3149,258
2747,1634,290
2747,203,976
2747,5898,848
2747,2697,155
2747,4468,208
2747,2268,155
2747,5414,976
2747,563,340
2747,3528,686
2747,1319,982
2747,2604,407
2747,3214,839
2747,1629,848
2747,4730,407
2747,5379,463
2747,3690,848
2747,2257,976
2747,411,998
2747,2145,888
2747,45,155
2747,3426,273
2747,2700,848
2747,1316,888
2747,1651,997
2747,3107,293
2747,2267,800
2747,2274,191
2747,2824,976
2747,2321,173
2747,1665,976
2747,5756,800
2747,972,505
2747,1908,686
2747,2718,155
2747,2205,800
2747,3194,976
2747,421,976
2747,4985,360
2747,2605,866
2747,2280,852
2747,1809,193
2747,5400,412
2747,5097,800
2747,3687,997
2747,5570,888
2747,5280,997
2747,3526,997
2747,4568,155
2747,768,992
2747,1101,297
2747,2597,976
2747,2040,997
2747,3616,888
2747,954,997
2747,2661,997
2747,5366,193
2747,1120,315
2747,1165,407
2747,1679,997
2747,1386,362
2747,3895,997
2747,5738,888
2747,2095,360
2747,5076,976
2747,4038,848
2747,5571,997
2747,4035,886
2747,749,988
2747,4993,976
2747,5809,951
2747,4119,997
2747,1517,800
2747,649,849
2747,2025,800
2747,2201,226
2747,56,343
2747,3110,879
2747,2311,179
2747,2001,976
2747,5811,976
2747,3787,800
2747,5844,381
2747,4370,997
2747,2239,803
2747,4796,352
2747,2165,916
2747,4665,206
2747,4019,997
2747,312,976
2747,3969,992
2747,5705,853
2747,4348,888
2747,1441,340
2747,876,976
2747,1376,997
2748,3710,315
2748,598,315
2748,2516,295
2748,3013,154
2748,843,425
2748,4557,315
2748,972,301
2748,3224,315
2748,1421,302
2748,1081,315
2748,2363,171
2748,2725,290
2748,1104,297
2748,4716,304
2748,3407,295
2748,4796,315
2748,3310,315
2748,3239,563
2748,3270,302
2748,3312,288
2748,4264,161
2748,4421,315
2748,4510,272
2748,3214,402
2748,4583,400
2748,960,288
2748,4071,315
2748,2534,315
2748,2716,304
2748,1983,345
2748,3479,315
2748,1679,300
2748,1165,315
2748,5098,295
2748,1976,315
2748,1563,295
2748,2770,298
2748,2326,301
2748,3588,483
2748,1392,300
2748,3370,380
2748,4838,463
2748,1338,302
2748,3201,302
2748,238,472
2748,1510,315
2748,5135,315
2748,1174,190
2748,280,288
2748,509,315
2748,376,431
2748,5810,315
2748,1224,315
2748,734,303
2748,966,420
2748,4060,159
2748,141,302
2748,2999,636
2750,2751,315
2750,845,252
2750,5453,965
2750,140,169
2750,416,448
2750,3893,866
2750,2099,315
2750,2610,315
2750,5339,208
2750,3013,208
2750,4414,239
2750,1635,208
2751,326,315
2751,5156,315
2751,4464,315
2751,2904,315
2751,179,315
2751,4822,315
2751,4307,315
2751,718,315
2751,2099,586
2751,305,315
2751,1338,298
2751,2610,849
2751,1924,315
2751,940,315
2751,4014,259
2751,1230,315
2751,5605,315
2751,4472,315
2751,2750,315
2751,4553,315
2751,1578,315
2751,569,315
2751,600,315
2751,2996,315
2751,3893,315
2751,5048,315
2751,3407,315
2752,4572,325
2752,683,348
2752,752,254
2752,1043,224
2752,3333,214
2752,5815,425
2752,2130,252
2752,4524,175
2752,4319,221
2752,1619,208
2752,1267,151
2752,2227,173
2752,2942,167
2752,1809,315
2752,3697,315
2752,5487,169
2752,3933,235
2752,1160,175
2752,5378,215
2752,56,325
2752,4675,464
2752,3984,224
2752,4504,252
2752,5728,158
2752,4414,158
2752,5476,208
2752,2264,173
2752,4888,464
2752,5833,325
2752,967,189
2752,5574,215
2752,992,175
2752,5615,309
2752,4869,325
2752,2302,179
2752,1582,191
2752,5679,197
2752,247,553
2752,3203,197
2752,2934,179
2752,1834,425
2752,3204,221
2752,4958,422
2752,5839,224
2752,2155,224
2752,2363,423
2752,2045,325
2752,5231,315
2752,3481,415
2752,107,477
2752,1518,208
2752,1711,161
2752,1811,252
2752,4362,183
2752,3368,224
2752,451,173
2752,591,348
2752,4030,415
2752,5294,556
2752,3813,221
2752,3727,224
2752,2167,415
2752,5704,415
2752,2482,315
2752,5553,208
2752,2106,191
2752,4397,208
2752,4332,220
2752,3977,206
2753,36,264
2753,4253,297
2753,901,696
2753,784,999
2753,4967,169
2753,2825,404
2753,1744,939
2753,1907,999
2753,23,445
2753,2246,999
2753,5721,315
2753,2824,877
2753,2482,999
2753,3138,181
2753,1561,999
2753,812,777
2753,2364,999
2753,1156,307
2753,3310,347
2753,1358,999
2753,4229,400
2753,2993,286
2753,699,999
2753,1668,177
2753,5891,200
2753,5727,203
2753,2434,856
2753,1588,208
2753,416,208
2753,1499,623
2753,4295,203
2753,5074,315
2753,3611,879
2753,3402,999
2753,4702,407
2753,4502,453
2753,335,454
2753,3317,200
2753,4452,171
2753,2547,200
2753,2295,476
2753,1995,363
2753,107,203
2753,2139,208
2753,1041,470
2753,4028,418
2753,1866,319
2753,5068,254
2753,5231,999
2753,931,169
2753,744,188
2753,5270,999
2753,4186,999
2753,1875,315
2753,1872,999
2753,4542,999
2753,1858,999
2753,5844,171
2753,4351,315
2753,3816,188
2753,4796,315
2753,2115,195
2753,2680,188
2753,728,315
2753,2092,188
2753,4868,208
2753,5863,999
2753,768,200
2753,4790,470
2753,2904,315
2753,2658,999
2753,4626,225
2753,5160,203
2753,33,193
2753,5600,203
2753,3802,922
2753,1809,999
2753,308,667
2753,1386,364
2753,1739,315
2753,1120,315
2753,4448,315
2753,3010,315
2753,3607,208
2753,5364,999
2753,3450,208
2753,680,298
2753,160,999
2753,3864,350
2753,5366,999
2753,5464,999
2755,1976,315
2755,3588,463
2755,5090,617
2755,4896,315
2755,1767,156
2756,5672,627
2756,5309,315
2756,4557,701
2756,1875,315
2756,4104,245
2756,968,171
2756,4019,177
2756,952,175
2756,2282,313
2756,1095,163
2756,1635,273
2756,5120,159
2756,4796,315
2756,5892,190
2756,4370,197
2756,4351,315
2756,1577,642
2756,2946,673
2756,5845,204
2756,1983,426
2756,1989,186
2756,4326,157
2756,5231,315
2756,5719,315
2756,5094,202
2756,5310,315
2756,749,177
2756,4071,679
2756,5263,709
2756,1976,315
2756,3599,315
2756,1386,362
2756,3010,315
2756,2095,449
2756,156,717
2756,2348,179
2756,1338,262
2756,3222,321
2756,2030,315
2756,509,422
2756,5358,198
2756,2658,315
2756,2904,315
2756,4060,188
2756,3451,298
2756,3687,248
2756,343,173
2756,5071,637
2756,1809,463
2756,1046,600
2756,5913,286
2756,5860,645
2756,5281,262
2756,4985,219
2756,972,627
2756,598,777
2756,5508,426
2756,2482,315
2756,3426,169
2756,5697,202
2756,5379,315
2756,1104,627
2756,496,245
2756,2145,235
2756,3214,321
2756,3707,221
2756,4730,777
2756,641,777
2756,1961,533
2756,36,183
2756,627,230
2756,1319,169
2756,651,173
2756,2986,221
2756,5437,205
2756,4468,262
2756,5350,315
2756,3433,196
2756,3917,216
2756,4681,404
2756,5728,307
2756,5649,196
2756,916,295
2756,3069,227
2756,1392,777
2756,376,416
2756,261,197
2756,1510,756
2756,3813,354
2756,4914,351
2756,3950,315
2756,4004,319
2756,4620,226
2756,1927,258
2756,330,219
2756,2419,227
2756,2615,179
2756,1425,216
2756,2623,159
2756,1836,237
2756,1668,188
2757,384,215
2757,2519,214
2757,5679,476
2757,1976,645
2757,5076,509
2757,3203,194
2757,4150,382
2757,861,986
2757,4568,293
2757,3526,169
2757,1363,300
2757,4001,224
2757,2470,194
2757,579,215
2757,59,556
2757,5120,482
2757,3270,215
2757,1989,169
2757,5671,218
2757,5313,188
2757,3340,530
2757,460,664
2757,5576,214
2757,1227,220
2757,3360,219
2757,4029,459
2757,1712,209
2757,4364,495
2757,5379,315
2757,4510,167
2757,1493,224
2757,263,331
2757,5321,495
2757,2172,191
2757,4751,153
2759,2088,191
2759,150,315
2759,3950,315
2759,2190,288
2762,5310,315
2762,2904,354
2763,3268,156
2764,563,315
2764,3588,315
2764,25,315
2764,1976,315
2764,4896,315
2765,2274,261
2765,4217,315
2765,5310,315
2765,1976,315
2765,3772,181
2767,812,220
2767,1052,272
2767,5810,315
2767,2302,277
2767,1316,177
2767,2733,404
2767,1967,156
2767,1120,161
2767,4471,159
2767,3301,403
2769,5379,315
2769,1976,459
2769,150,315
2770,2604,800
2770,3553,800
2770,1510,800
2770,2946,800
2770,376,979
2770,509,800
2770,3423,800
2770,641,800
2770,3214,988
2770,5014,402
2770,4421,800
2770,4386,979
2770,4071,800
2770,734,988
2770,1224,800
2770,5860,800
2770,5310,315
2770,3016,298
2770,5313,159
2770,3479,800
2770,1046,800
2770,4914,977
2770,1983,979
2770,14,979
2770,2186,800
2770,3712,243
2770,5508,988
2770,2516,800
2770,598,800
2770,1165,800
2770,4104,800
2770,4915,979
2770,1421,979
2770,2748,298
2770,5263,800
2770,972,979
2770,5672,800
2770,4557,800
2770,861,313
2770,1104,989
2770,1392,800
2770,3588,483
2770,2503,333
2770,967,943
2770,2326,979
2770,3394,800
2770,3201,988
2770,4796,315
2770,1338,800
2770,4631,888
2770,156,800
2771,36,183
2771,4589,982
2771,5497,191
2771,563,315
2771,860,228
2771,992,480
2771,1107,191
2771,3476,495
2771,1106,179
2771,5512,198
2771,4472,161
2771,2303,194
2771,4553,157
2771,1756,198
2771,754,390
2771,5379,315
2771,2357,157
2771,5521,161
2771,765,394
2771,3612,161
2771,3236,157
2771,4877,576
2771,3346,394
2771,238,192
2771,2879,224
2771,325,230
2771,1726,212
2771,3950,315
2771,3230,225
2771,3455,157
2771,3613,213
2771,4343,183
2771,5728,214
2771,1437,208
2771,2434,315
2771,4981,193
2771,2350,175
2771,1488,208
2771,5249,188
2771,4622,243
2771,4221,443
2771,5310,315
2771,952,217
2771,2551,228
2771,5309,315
2771,2926,195
2771,1875,288
2771,600,396
2771,5789,193
2771,3933,538
2771,4351,315
2771,4536,427
2771,5189,156
2771,2178,495
2771,1682,173
2771,5356,161
2771,5182,208
2771,2355,778
2771,5100,445
2771,795,315
2771,4434,175
2771,1809,237
2771,1739,325
2771,313,177
2771,3010,315
2771,1508,183
2771,3517,459
2771,2273,315
2771,5770,396
2771,2594,495
2771,4288,199
2771,2804,182
2771,214,208
2772,3459,600
2772,5621,315
2772,3839,409
2772,1691,374
2772,1652,645
2772,1702,315
2772,2390,600
2772,626,714
2772,3804,206
2772,409,172
2772,48,600
2772,4260,600
2772,462,718
2772,4784,800
2772,3491,298
2772,2471,298
2772,289,366
2772,4913,600
2772,4001,240
2772,141,315
2772,693,315
2772,3274,600
2772,2204,315
2772,5596,387
2772,3824,319
2772,1031,297
2772,1784,600
2772,4002,600
2772,5923,315
2772,2030,307
2772,849,460
2772,3966,305
2772,1976,315
2772,23,649
2772,2571,600
2772,5429,600
2772,3392,684
2772,4183,315
2772,3474,704
2772,193,645
2772,4634,823
2772,1493,288
2772,36,169
2772,2277,638
2772,720,784
2772,3236,315
2772,5223,600
2772,45,295
2772,5084,208
2772,1766,154
2772,2853,939
2772,400,380
2772,155,801
2772,1712,286
2772,2907,206
2772,766,208
2772,2740,600
2772,5292,465
2772,2967,298
2772,3108,684
2772,5684,208
2772,2371,188
2772,3588,315
2772,3654,303
2772,5843,600
2772,2434,315
2772,1086,315
2772,2974,315
2772,4830,315
2772,2618,850
2775,4796,315
2775,3062,725
2775,3588,483
2775,1441,315
2775,1976,315
2776,1872,400
2776,888,295
2778,1319,689
2778,2875,181
2778,868,245
2778,1538,499
2778,3024,297
2778,5953,364
2778,3528,296
2778,2902,307
2778,3707,285
2778,473,330
2778,966,337
2778,2909,459
2778,4060,171
2778,2986,285
2778,2688,183
2778,3197,473
2778,2310,183
2778,1875,315
2778,2030,315
2778,5066,299
2778,3309,295
2778,3426,285
2781,5541,288
2782,1448,434
2782,5872,948
2782,847,304
2782,4930,315
2782,3384,307
2782,1967,159
2782,386,315
2782,4260,762
2782,2041,579
2782,2202,996
2782,4343,169
2782,4229,418
2782,483,156
2782,1568,315
2782,4502,349
2782,2350,151
2782,2805,536
2782,1134,161
2782,1673,205
2782,3362,456
2782,2559,434
2782,5697,325
2782,5475,434
2783,3048,221
2783,56,154
2783,3749,526
2783,1976,315
2783,1031,191
2783,1370,315
2783,2204,217
2783,2904,315
2783,2142,295
2783,1859,688
2783,3727,345
2783,1119,295
2783,2357,157
2783,1559,252
2783,36,175
2783,1725,191
2783,3588,315
2783,2320,295
2783,5230,302
2783,3420,179
2783,1513,208
2783,1442,688
2785,5242,208
2785,4411,309
2785,2148,208
2785,1401,600
2785,3315,315
2785,612,197
2785,4600,868
2785,4351,321
2785,3216,351
2785,4447,600
2785,1024,277
2785,48,216
2785,3841,999
2785,3899,965
2785,4096,216
2785,3731,216
2785,4426,197
2785,2188,169
2785,1976,315
2785,2083,476
2785,2684,922
2785,1386,322
2785,96,208
2785,1571,199
